KT	Inst	Adr	Ort	Typ	RWStatus	Akt	SL	WB	AnzStand	SA	PtageStatT	AustStatT	NeugStatT	Ops	Gebs	CMIb	CMIn	pPatWAU	pPatWAK	pPatLKP	pPatHOK	PersA	PersP	PersMT	PersT	PersAFall	PersPFall	PersMTFall	PersTFall	AnzBelA	AnzBelP	AwBesold	AwInvest	AwSonst	AwT	EtMedL	EtSonst	EtSubv	FiErg	PtageStatA	AustStatA	BettenStatA	DADStatA	pBettenBelStatA	KostAmbA	KostOKPAmbA	KostStatA	KostKVGStatA	AnlKVGStatA	KostZvOKPStatA	AnlZvOKPStatA	KostLangA	AuftragLFA	ErlAmbA	ErlOKPAmbA	ErlStatA	ErlKVGStatA	ErlKVGStatVA	ErlZvOKPStatA	ErlZvOKPStatVA	ErlLangA	PtageStatP	AustStatP	BettenStatP	DADStatP	pBettenBelStatP	KostAmbP	KostOKPAmbP	KostStatP	KostKVGStatP	AnlKVGStatP	KostZvOKPStatP	AnlZvOKPStatP	KostLangP	AuftragLFP	ErlAmbP	ErlOKPAmbP	ErlStatP	ErlKVGStatP	ErlKVGStatVP	ErlZvOKPStatP	ErlZvOKPStatVP	ErlLangP	PtageStatR	AustStatR	BettenStatR	DADStatR	pBettenBelStatR	KostAmbR	KostOKPAmbR	KostStatR	KostKVGStatR	AnlKVGStatR	KostZvOKPStatR	AnlZvOKPStatR	KostLangR	AuftragLFR	ErlAmbR	ErlOKPAmbR	ErlStatR	ErlKVGStatR	ErlKVGStatVR	ErlZvOKPStatR	ErlZvOKPStatVR	ErlLangR	PtageStatB	AustStatB	BettenStatB	DADStatB	pBettenBelStatB	KostAmbB	KostOKPAmbB	KostStatB	KostKVGStatB	AnlKVGStatB	KostZvOKPStatB	AnlZvOKPStatB	KostLangB	AuftragLFB	ErlAmbB	ErlOKPAmbB	ErlStatB	ErlKVGStatB	ErlKVGStatVB	ErlZvOKPStatB	ErlZvOKPStatVB	ErlLangB
LU	Swissana Clinic	Huobmattstrasse 9	6045 Meggen	K231	priv	A			1		3605	1066	0	3	NA	0.812	0.794	0.3752	37.194	60.6004	82.833	0	8	NA	27.57	0	0.750469043	NA	2.58630394	29	NA	2627000	843000	3022000	6492000	6823000	98000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LU	Geburtshaus Terra Alta	Schellenrain	6208 Oberkirch	K232	priv	B		BGs	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LU	Schweizer Paraplegiker­Zentrum	Dr. Guido A. Zäch Strasse 1	6207 Nottwil	K235	priv	A, R	IPS	Arzt, BGs	1	MRI, CT	45496	834	0	3	NA	NA	NA	10.6428	80.5425	21.7071	63.1191	60.34	260.74	NA	705.55	7.23501199	31.26378897	NA	84.59832134	0	NA	72274000	18812000	26836000	117922000	91831000	14157000	12200000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NE	Hôpital Neuchâtelois HNE	Landeyeux	2046 Fontaines	K112	oeff	A, R	NF, IPS	MSt, Arzt, BGs	7	MRI, CT, PET, CC, LB	127242	16899	1579	13	NA	NA	NA	0.6974	3.9092	9.4128	93.9717	259.89	664.67	NA	1927.62	1.537901651	3.933191313	NA	11.40671046	127	NA	203794000	25841000	77438000	307073000	140867000	13910000	152296000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NE	Fondation de l'Hôpital de la Providence	Faubourg de l'Hôpital 81	2001 Neuchâtel	K123	oeff	A		MSt, Arzt, BGs	2		14453	2210	0	4	NA	0.99	1.048	0.5055	2.2633	18.5202	85.7996	41.82	59.13	NA	240.6	1.892307692	2.675565611	NA	10.88687783	13	NA	28986000	2443000	14949000	46378000	45715000	313000	350000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NE	CNP Centre Neuchâtelois de psychiatrie		2017 Boudry	K211	oeff	P	NF		4		78386	1974	0	0	NA	NA	NA	0.337	4.9275	0.9629	43.9095	41.15	182.76	NA	416.31	2.084599797	9.258358663	NA	21.08966565	1	NA	40239000	4478000	7228000	51945000	18088000	1010000	37093000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NE	Clinique de la Tour SA	Rue des Musées 58	2300 La Chaux­de­Fonds	K235	priv	A		BGs	1		489	1473	0	2	NA	NA	NA	0	17.7778	86.6667	42.963	1	9.45	NA	16.85	0.067888663	0.641547862	NA	1.143923965	14	NA	3191000	238000	1169000	4598000	4609000	10000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NE	Clinique Montbrillant SA	Rue de la Montagne 1	2300 La Chaux­de­Fonds	K235	priv	A			1		906	206	0	3	NA	NA	NA	0	7.2816	95.6311	78.1553	0	5.9	NA	39.45	0	2.86407767	NA	19.15048544	33	NA	7559000	525000	3440000	11524000	11296000	254000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW	Kantonsspital Nidwalden	Ennetmooserstrasse 19	6370 Stans	K122	oeff	A	NF	MSt, Arzt, BGs	1	CT	23693	4112	331	4	NA	0.767	0.806	2.4672	21.2853	20.2267	91.1091	46.56	127.28	NA	353.34	1.13229572	3.095330739	NA	8.592898833	10	NA	33467000	6997000	16145000	56609000	33641000	3277000	21330000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NW	Arco Geburtshaus & Hebammenpraxis	Rosenweg 3	6370 Stans	K232	priv	B			1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OW	Kantonsspital Obwalden	Brünigstrasse 181	6060 Sarnen	K122	oeff	A, P	NF	MSt, Arzt, BGs	1	CT	23055	3069	263	3	NA	0.734	0.762	1.0692	11.6782	12.3552	90.7336	52.5	101.84	NA	328.08	1.710654936	3.318344738	NA	10.69012708	14	NA	30031000	3134000	12480000	45645000	25190000	3501000	18149000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SG	Kantonsspital St. Gallen	Rorschacher Strasse 95	9000 St. Gallen	K112	oeff	A	NF, IPS	MSt, Arzt, BGs	3	MRI, CT, PET, CC, LB, Lito	240734	34677	1246	28	NA	1.016	1.098	2.406	16.2567	22.5439	92.5456	672.84	1474.6	NA	3820.82	1.940306255	4.252386308	NA	11.01831185	10	NA	399850000	56865000	184231000	640946000	407022000	32275000	205250000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SG	Spitalregion Rheintal­Werdenberg­Sarganserland	Alte Landstrasse 106	9445 Rebstein	K122	oeff	A, R	NF, IPS	MSt, Arzt, BGs	4	MRI, CT	81689	14489	977	9	NA	0.751	0.772	13.4803	4.3987	21.4954	91.4531	136.31	418.66	NA	958.55	0.940782663	2.889502381	NA	6.615708468	43	NA	98897000	12715000	34883000	146495000	84173000	6871000	55479000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SG	Spitalregion Fürstenland Toggenburg Spital Wil	Fürstenlandstrasse 32	9500 Wil SG	K122	oeff	A, P, R	NF	MSt, Arzt, BGs	2	CT	50320	7644	689	5	NA	0.707	0.729	0.5223	11.7528	11.8694	92.3561	76.11	260.37	NA	549.88	0.995682889	3.406200942	NA	7.193615908	20	NA	54374000	6270000	20584000	81228000	41596000	5288000	34560000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SG	Spital Linth	Gasterstrasse 25	8730 Uznach	K122	oeff	A, R	NF	MSt, Arzt, BGs	1	CT, Lito	29780	5720	487	3	NA	0.686	0.704	0.4469	6.6538	15.1796	93.4238	48.21	131.2	NA	331.55	0.842832168	2.293706294	NA	5.796328671	0	NA	35924000	4115000	14982000	55021000	30891000	2109000	21996000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SG	Klinik Stephanshorn AG	Brauerstrasse 95	9016 St. Gallen	K122	priv	A		BGs	1	MRI, CT	22163	4521	0	5	NA	0.742	0.756	0.5822	21.3071	37.3897	88.4695	8.9	70.35	NA	203	0.196859102	1.556071666	NA	4.490157045	42	NA	32776000	3237000	13986000	49999000	48078000	1738000	693000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SG	Kant. Psychiatrische Dienste Sektor Nord	Zürcherstrasse 30	9500 Wil SG	K211	oeff	P		BGs	4		76227	1723	0	0	NA	NA	NA	0.3634	1.1985	0	99.2731	66.6	256.58	NA	541.23	3.865351132	14.89146837	NA	31.41207197	0	NA	40993000	1791000	10461000	53245000	19011000	5662000	28806000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SG	Kantonale Psychiatrische Klinik - Sektor Süd - St. Pirminsberg		7312 Pfäfers	K212	oeff	P		MSt, Arzt, BGs	4		48844	1156	0	0	NA	NA	NA	2.8816	1.4435	0.8567	99.0654	43.7	129.69	NA	323.98	3.780276817	11.21885813	NA	28.02595156	0	NA	24253000	5232000	5255000	34740000	12645000	2446000	19649000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SG	Klinik Sonnenhof Kinder­ & Jugendpsychiatrisches Zentrum	Sonnenhofstrasse 15	9608 Ganterschwil	K212	oeff	P		Arzt, BGs	1		10945	122	0	0	NA	NA	NA	0	37.3984	0	76.4228	10.1	38.5	NA	73.8	8.278688525	31.55737705	NA	60.49180328	0	NA	8934000	630000	1042000	10606000	4339000	633000	6317000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SG	Kinderschutzzentrum St. Gallen Romerhuus	Claudiusstrasse 6	9006 St. Gallen	K212	oeff	P		BGs	1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SG	Klinik Valens Rehabilitationszentrum		7317 Valens	K221	priv	R		MSt, Arzt, BGs	1		43422	1744	0	0	NA	NA	NA	7.2821	57.081	28.6697	90.8257	25.05	120.33	NA	317.58	1.436353211	6.899655963	NA	18.20986239	0	NA	25152000	1697000	7181000	34030000	33389000	1003000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SG	Reha­Klinik Walenstadtberg		8881 Knoblisbühl	K221	oeff	R		MSt, BGs	1		18857	778	0	0	NA	NA	NA	4.2067	23.212	17.1875	96.3942	6.6	57.03	NA	119.94	0.848329049	7.33033419	NA	15.41645244	0	NA	10711000	1988000	2390000	15089000	13074000	5.00E+05	1140000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SG	Klinik Marienfried	Bahnhofstrasse 123a	9244 Niederuzwil	K232	priv	A			1		2118	730	81	4	NA	0.55	0.551	0.4926	31.6832	9.6059	99.7537	0	5.3	NA	16.4	0	0.726027397	NA	2.246575342	24	NA	2150000	344000	1169000	3663000	3309000	142000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SG	Artemis Geburtshaus und Hebammenpraxis	Birkenweg 1	9323 Steinach	K232	priv	B			1		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SG	Ostschweizer Kinderspital	Claudiusstrasse 6	9000 St. Gallen	K233	oeff	A, P	NF, IPS	MSt, Arzt, BGs	1	CT	20748	3869	0	3	NA	0.709	0.943	2.4717	29.6199	1.3131	78.6818	76.06	208.8	NA	457.83	1.965882657	5.396743345	NA	11.83329026	0	NA	46988000	2647000	11314000	60949000	37835000	1555000	23776000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SG	Geriatrische Klinik St. Gallen	Rorschacher Strasse 92	9000 St. Gallen	K234	oeff	R		MSt, Arzt, BGs	1		28802	1109	0	0	NA	NA	NA	0.2549	3.6627	24.469	99.3203	15.9	117.87	NA	236.67	1.433724076	10.62849414	NA	21.34084761	0	NA	16423000	569000	3548000	20540000	9451000	739000	10350000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SG	Klinik St. Georg	Klosterstrasse 19	9403 Goldach	K235	priv	A		Arzt, BGs	1		474	223	0	1	NA	NA	NA	6.3348	50.2415	23.0769	97.7376	1	3.6	NA	13.4	0.448430493	1.614349776	NA	6.00896861	10	NA	1606000	128000	620000	2354000	1799000	55000	1.00E+06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SH	Spitäler Schaffhausen	Geissbergstrasse 81	8208 Schaffhausen	K121	oeff	A, P, R	NF, IPS	MSt, Arzt, BGs	4	MRI, CT, CC, Lito	126687	8925	732	6	NA	NA	NA	3.7848	29.068	20.6513	95.104	135.72	386.26	NA	941.45	1.520672269	4.327843137	NA	10.54845938	0	NA	114981000	16839000	41852000	173672000	95963000	13084000	67049000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SH	Hirslanden Klinik Belair	Rietstrasse 30	8200 Schaffhausen	K231	priv	A		BGs	1		6613	1141	0	2	NA	0.953	0.948	3.8664	32.9068	44.2882	93.4974	1.8	28.38	NA	60.71	0.157756354	2.487291849	NA	5.320771253	25	NA	6571000	906000	6495000	13972000	13688000	642000	142000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
